start_s,end_s,midi_or_hz,confidence
65.457,65.557,241.3,0.13
65.48,65.58,238.53,0.08
65.503,65.603,237.16,0.02
65.527,65.627,235.79,0.01
65.55,65.65,223.85,0.01
65.573,65.673,223.85,0.03
65.596,65.696,223.85,0.13
65.62,65.72,223.85,0.32
65.643,65.743,223.85,0.48
65.666,65.766,223.85,0.55
65.689,65.789,223.85,0.62
65.712,65.812,223.85,0.76
65.736,65.836,225.14,0.83
65.759,65.859,225.14,0.89
65.782,65.882,225.14,0.89
65.805,65.905,225.14,0.89
65.829,65.929,225.14,0.89
65.852,65.952,225.14,0.89
65.875,65.975,225.14,0.95
65.898,65.998,225.14,0.89
65.921,66.021,225.14,0.89
65.945,66.045,225.14,0.83
65.968,66.068,223.85,0.83
65.991,66.091,223.85,0.83
66.014,66.114,223.85,0.76
66.038,66.138,223.85,0.76
66.061,66.161,222.56,0.76
66.084,66.184,222.56,0.83
66.107,66.207,222.56,0.89
66.13,66.23,222.56,0.89
66.154,66.254,221.27,0.89
66.177,66.277,221.27,0.83
66.2,66.3,221.27,0.83
66.223,66.323,221.27,0.83
66.247,66.347,222.56,0.76
66.27,66.37,222.56,0.48
66.293,66.393,220.0,0.48
66.316,66.416,218.73,0.32
66.339,66.439,218.73,0.15
66.363,66.463,218.73,0.13
66.386,66.486,218.73,0.08
66.409,66.509,204.09,0.09
66.432,66.532,204.09,0.08
66.456,66.556,205.27,0.11
66.479,66.579,205.27,0.24
66.502,66.602,205.27,0.32
66.525,66.625,205.27,0.28
66.548,66.648,205.27,0.18
66.572,66.672,205.27,0.21
66.595,66.695,204.09,0.18
66.618,66.718,202.91,0.13
66.641,66.741,201.74,0.18
66.664,66.764,201.74,0.18
66.688,66.788,200.58,0.21
66.711,66.811,200.58,0.21
66.734,66.834,199.42,0.18
66.757,66.857,199.42,0.18
66.781,66.881,199.42,0.18
66.804,66.904,198.28,0.13
66.827,66.927,198.28,0.11
66.85,66.95,198.28,0.05
66.873,66.973,198.28,0.02
66.897,66.997,198.28,0.01
66.92,67.02,198.28,0.01
66.943,67.043,199.42,0.01
66.966,67.066,200.58,0.01
67.384,67.484,114.54,0.01
67.408,67.508,114.54,0.01
67.431,67.531,113.88,0.01
67.454,67.554,114.54,0.01
67.477,67.577,113.88,0.01
67.5,67.6,114.54,0.01
67.524,67.624,113.88,0.01
67.547,67.647,115.2,0.01
67.57,67.67,113.88,0.01
67.593,67.693,114.54,0.01
67.617,67.717,114.54,0.01
67.64,67.74,114.54,0.01
67.663,67.763,114.54,0.01
67.686,67.786,114.54,0.01
68.034,68.134,175.63,0.01
68.058,68.158,174.61,0.01
68.081,68.181,174.61,0.02
68.104,68.204,174.61,0.03
68.127,68.227,174.61,0.08
68.151,68.251,174.61,0.11
68.174,68.274,174.61,0.18
68.197,68.297,174.61,0.32
68.22,68.32,174.61,0.32
68.243,68.343,174.61,0.32
68.267,68.367,174.61,0.24
68.29,68.39,174.61,0.24
68.313,68.413,174.61,0.28
68.336,68.436,174.61,0.32
68.36,68.46,174.61,0.32
68.383,68.483,174.61,0.21
68.406,68.506,174.61,0.21
68.429,68.529,174.61,0.28
68.452,68.552,174.61,0.28
68.476,68.576,174.61,0.32
68.499,68.599,174.61,0.24
68.522,68.622,174.61,0.24
68.545,68.645,174.61,0.32
68.569,68.669,174.61,0.28
68.592,68.692,174.61,0.18
68.615,68.715,174.61,0.11
68.638,68.738,174.61,0.05
68.661,68.761,175.63,0.03
68.685,68.785,175.63,0.01
68.754,68.854,197.13,0.01
68.778,68.878,198.28,0.01
68.801,68.901,198.28,0.01
68.824,68.924,198.28,0.01
68.847,68.947,198.28,0.02
68.87,68.97,198.28,0.02
68.894,68.994,198.28,0.02
68.917,69.017,198.28,0.03
68.94,69.04,198.28,0.06
68.963,69.063,198.28,0.07
68.986,69.086,198.28,0.07
69.01,69.11,198.28,0.08
69.033,69.133,198.28,0.11
69.056,69.156,198.28,0.08
69.079,69.179,198.28,0.03
69.103,69.203,198.28,0.02
69.126,69.226,198.28,0.02
69.149,69.249,198.28,0.02
69.172,69.272,199.42,0.01
69.195,69.295,208.86,0.01
69.219,69.319,210.07,0.01
69.242,69.342,212.51,0.01
69.265,69.365,218.73,0.01
69.288,69.388,218.73,0.01
69.312,69.412,223.85,0.01
69.335,69.435,223.85,0.03
69.358,69.458,223.85,0.13
69.381,69.481,223.85,0.32
69.404,69.504,223.85,0.48
69.428,69.528,223.85,0.55
69.451,69.551,223.85,0.62
69.474,69.574,223.85,0.69
69.497,69.597,223.85,0.83
69.521,69.621,223.85,0.83
69.544,69.644,223.85,0.89
69.567,69.667,223.85,0.89
69.59,69.69,223.85,0.89
69.613,69.713,223.85,0.89
69.637,69.737,223.85,0.89
69.66,69.76,223.85,0.89
69.683,69.783,223.85,0.89
69.706,69.806,223.85,0.89
69.73,69.83,223.85,0.89
69.753,69.853,223.85,0.89
69.776,69.876,223.85,0.89
69.799,69.899,223.85,0.89
69.822,69.922,223.85,0.89
69.846,69.946,223.85,0.89
69.869,69.969,223.85,0.89
69.892,69.992,223.85,0.89
69.915,70.015,223.85,0.95
69.939,70.039,223.85,0.95
69.962,70.062,223.85,0.89
69.985,70.085,223.85,0.95
70.008,70.108,223.85,0.89
70.031,70.131,223.85,0.89
70.055,70.155,223.85,0.89
70.078,70.178,223.85,0.89
70.101,70.201,223.85,0.89
70.124,70.224,223.85,0.89
70.147,70.247,223.85,0.95
70.171,70.271,223.85,0.89
70.194,70.294,223.85,0.95
70.217,70.317,223.85,0.95
70.24,70.34,223.85,0.95
70.264,70.364,223.85,0.95
70.287,70.387,223.85,0.95
70.31,70.41,223.85,0.95
70.333,70.433,223.85,0.95
70.356,70.456,223.85,0.89
70.38,70.48,223.85,0.89
70.403,70.503,223.85,0.89
70.426,70.526,223.85,0.83
70.449,70.549,223.85,0.69
70.473,70.573,223.85,0.55
70.496,70.596,223.85,0.43
70.519,70.619,223.85,0.18
70.542,70.642,223.85,0.11
70.565,70.665,223.85,0.09
70.589,70.689,223.85,0.18
70.612,70.712,223.85,0.32
70.635,70.735,223.85,0.48
70.658,70.758,223.85,0.55
70.682,70.782,223.85,0.62
70.705,70.805,223.85,0.76
70.728,70.828,223.85,0.83
70.751,70.851,223.85,0.83
70.774,70.874,223.85,0.83
70.798,70.898,223.85,0.83
70.821,70.921,223.85,0.83
70.844,70.944,223.85,0.83
70.867,70.967,223.85,0.83
70.891,70.991,223.85,0.89
70.914,71.014,223.85,0.89
70.937,71.037,223.85,0.83
70.96,71.06,223.85,0.89
70.983,71.083,223.85,0.89
71.007,71.107,223.85,0.89
71.03,71.13,223.85,0.89
71.053,71.153,223.85,0.89
71.076,71.176,223.85,0.89
71.1,71.2,223.85,0.83
71.123,71.223,223.85,0.89
71.146,71.246,223.85,0.89
71.169,71.269,223.85,0.89
71.192,71.292,223.85,0.95
71.216,71.316,223.85,0.95
71.239,71.339,223.85,0.95
71.262,71.362,223.85,0.89
71.285,71.385,223.85,0.95
71.308,71.408,223.85,0.95
71.332,71.432,223.85,0.89
71.355,71.455,223.85,0.89
71.378,71.478,223.85,0.89
71.401,71.501,223.85,0.89
71.425,71.525,223.85,0.89
71.448,71.548,223.85,0.89
71.471,71.571,223.85,0.89
71.494,71.594,223.85,0.89
71.517,71.617,223.85,0.89
71.541,71.641,223.85,0.89
71.564,71.664,223.85,0.83
71.587,71.687,223.85,0.76
71.61,71.71,223.85,0.69
71.634,71.734,223.85,0.55
71.657,71.757,223.85,0.32
71.68,71.78,223.85,0.03
71.703,71.803,223.85,0.02
71.726,71.826,223.85,0.08
71.75,71.85,223.85,0.21
71.773,71.873,223.85,0.37
71.796,71.896,223.85,0.37
71.819,71.919,223.85,0.48
71.843,71.943,223.85,0.55
71.866,71.966,223.85,0.76
71.889,71.989,223.85,0.83
71.912,72.012,223.85,0.83
71.935,72.035,223.85,0.83
71.959,72.059,222.56,0.89
71.982,72.082,222.56,0.89
72.005,72.105,222.56,0.89
72.028,72.128,222.56,0.89
72.052,72.152,222.56,0.89
72.075,72.175,222.56,0.95
72.098,72.198,222.56,0.95
72.121,72.221,222.56,0.95
72.144,72.244,222.56,0.98
72.168,72.268,222.56,0.95
72.191,72.291,221.27,0.95
72.214,72.314,221.27,0.89
72.237,72.337,221.27,0.83
72.26,72.36,222.56,0.83
72.284,72.384,222.56,0.76
72.307,72.407,222.56,0.69
72.33,72.43,222.56,0.48
72.353,72.453,220.0,0.37
72.377,72.477,218.73,0.32
72.4,72.5,217.47,0.18
72.423,72.523,216.22,0.07
72.446,72.546,216.22,0.04
72.469,72.569,199.42,0.04
72.493,72.593,199.42,0.08
72.516,72.616,199.42,0.09
72.539,72.639,199.42,0.13
72.562,72.662,199.42,0.11
72.586,72.686,199.42,0.13
72.609,72.709,199.42,0.13
72.632,72.732,199.42,0.09
72.655,72.755,199.42,0.15
72.678,72.778,199.42,0.11
72.702,72.802,198.28,0.09
72.725,72.825,198.28,0.06
72.748,72.848,198.28,0.07
72.771,72.871,199.42,0.03
72.795,72.895,200.58,0.03
72.818,72.918,204.09,0.03
72.841,72.941,210.07,0.04
72.864,72.964,212.51,0.03
72.887,72.987,216.22,0.05
72.911,73.011,220.0,0.03
72.934,73.034,225.14,0.03
72.957,73.057,231.74,0.06
72.98,73.08,231.74,0.18
73.004,73.104,233.08,0.18
73.027,73.127,244.11,0.03
73.05,73.15,260.12,0.06
73.073,73.173,261.63,0.15
73.096,73.196,263.14,0.21
73.12,73.22,263.14,0.28
73.143,73.243,263.14,0.43
73.166,73.266,263.14,0.55
73.189,73.289,263.14,0.69
73.213,73.313,263.14,0.69
73.236,73.336,263.14,0.76
73.259,73.359,263.14,0.69
73.282,73.382,263.14,0.76
73.305,73.405,263.14,0.76
73.329,73.429,263.14,0.83
73.352,73.452,263.14,0.76
73.375,73.475,263.14,0.69
73.398,73.498,263.14,0.62
73.421,73.521,261.63,0.62
73.445,73.545,261.63,0.55
73.468,73.568,260.12,0.55
73.491,73.591,255.65,0.55
73.514,73.614,252.71,0.55
73.538,73.638,251.26,0.48
73.561,73.661,251.26,0.32
73.584,73.684,251.26,0.05
73.607,73.707,237.16,0.02
73.63,73.73,223.85,0.03
73.654,73.754,223.85,0.11
73.677,73.777,222.56,0.24
73.7,73.8,222.56,0.37
73.723,73.823,222.56,0.43
73.747,73.847,222.56,0.62
73.77,73.87,222.56,0.76
73.793,73.893,222.56,0.83
73.816,73.916,223.85,0.83
73.839,73.939,223.85,0.76
73.863,73.963,223.85,0.89
73.886,73.986,223.85,0.89
73.909,74.009,222.56,0.89
73.932,74.032,222.56,0.89
73.956,74.056,222.56,0.89
73.979,74.079,222.56,0.89
74.002,74.102,222.56,0.89
74.025,74.125,222.56,0.89
74.048,74.148,222.56,0.95
74.072,74.172,222.56,0.95
74.095,74.195,222.56,0.95
74.118,74.218,222.56,0.95
74.141,74.241,222.56,0.89
74.165,74.265,222.56,0.83
74.188,74.288,221.27,0.48
74.211,74.311,216.22,0.32
74.234,74.334,216.22,0.21
74.257,74.357,214.98,0.11
74.281,74.381,214.98,0.07
74.304,74.404,214.98,0.05
74.327,74.427,200.58,0.06
74.35,74.45,200.58,0.09
74.374,74.474,200.58,0.06
74.397,74.497,201.74,0.06
74.42,74.52,202.91,0.08
74.443,74.543,202.91,0.21
74.466,74.566,204.09,0.32
74.49,74.59,204.09,0.48
74.513,74.613,204.09,0.55
74.536,74.636,204.09,0.62
74.559,74.659,204.09,0.69
74.582,74.682,204.09,0.76
74.606,74.706,204.09,0.76
74.629,74.729,204.09,0.62
74.652,74.752,204.09,0.69
74.675,74.775,204.09,0.62
74.699,74.799,202.91,0.55
74.722,74.822,202.91,0.48
74.745,74.845,202.91,0.48
74.768,74.868,202.91,0.48
74.791,74.891,201.74,0.48
74.815,74.915,201.74,0.48
74.838,74.938,201.74,0.48
74.861,74.961,201.74,0.37
74.884,74.984,201.74,0.32
74.908,75.008,200.58,0.37
74.931,75.031,200.58,0.37
74.954,75.054,200.58,0.37
74.977,75.077,200.58,0.32
75.0,75.1,200.58,0.32
75.024,75.124,199.42,0.28
75.047,75.147,199.42,0.28
75.07,75.17,199.42,0.21
75.093,75.193,199.42,0.15
75.117,75.217,199.42,0.09
75.14,75.24,198.28,0.07
75.163,75.263,198.28,0.03
75.186,75.286,198.28,0.02
75.209,75.309,198.28,0.01
75.233,75.333,198.28,0.01
75.256,75.356,198.28,0.01
75.279,75.379,198.28,0.01
75.302,75.402,198.28,0.01
75.326,75.426,197.13,0.01
75.349,75.449,197.13,0.01
75.372,75.472,196.0,0.01
75.395,75.495,197.13,0.01
75.418,75.518,197.13,0.01
75.442,75.542,174.61,0.01
75.465,75.565,174.61,0.01
75.488,75.588,174.61,0.01
75.511,75.611,174.61,0.01
75.535,75.635,174.61,0.03
75.558,75.658,174.61,0.05
75.581,75.681,174.61,0.11
75.604,75.704,174.61,0.18
75.627,75.727,174.61,0.28
75.651,75.751,174.61,0.32
75.674,75.774,174.61,0.28
75.697,75.797,174.61,0.32
75.72,75.82,174.61,0.32
75.743,75.843,174.61,0.24
75.767,75.867,174.61,0.28
75.79,75.89,174.61,0.28
75.813,75.913,174.61,0.32
75.836,75.936,174.61,0.32
75.86,75.96,174.61,0.32
75.883,75.983,174.61,0.37
75.906,76.006,174.61,0.37
75.929,76.029,174.61,0.48
75.952,76.052,174.61,0.55
75.976,76.076,174.61,0.62
75.999,76.099,174.61,0.32
76.022,76.122,174.61,0.21
76.045,76.145,174.61,0.07
76.069,76.169,174.61,0.03
76.092,76.192,175.63,0.01
76.115,76.215,175.63,0.01
76.161,76.261,200.58,0.01
76.185,76.285,200.58,0.01
76.208,76.308,200.58,0.01
76.231,76.331,200.58,0.03
76.254,76.354,200.58,0.05
76.278,76.378,200.58,0.08
76.301,76.401,200.58,0.15
76.324,76.424,200.58,0.15
76.347,76.447,200.58,0.18
76.37,76.47,200.58,0.18
76.394,76.494,200.58,0.08
76.417,76.517,200.58,0.07
76.44,76.54,199.42,0.03
76.463,76.563,199.42,0.01
76.487,76.587,198.28,0.01
76.51,76.61,198.28,0.01
76.533,76.633,199.42,0.01
76.556,76.656,200.58,0.01
76.579,76.679,200.58,0.01
76.603,76.703,200.58,0.01
76.626,76.726,201.74,0.01
76.649,76.749,200.58,0.01
76.672,76.772,174.61,0.01
76.696,76.796,174.61,0.01
76.719,76.819,174.61,0.02
76.742,76.842,174.61,0.05
76.765,76.865,174.61,0.08
76.788,76.888,174.61,0.15
76.812,76.912,174.61,0.21
76.835,76.935,174.61,0.37
76.858,76.958,174.61,0.43
76.881,76.981,174.61,0.43
76.904,77.004,174.61,0.48
76.928,77.028,174.61,0.55
76.951,77.051,174.61,0.48
76.974,77.074,174.61,0.48
76.997,77.097,174.61,0.48
77.021,77.121,174.61,0.62
77.044,77.144,174.61,0.48
77.067,77.167,174.61,0.48
77.09,77.19,174.61,0.48
77.113,77.213,174.61,0.48
77.137,77.237,174.61,0.55
77.16,77.26,174.61,0.48
77.183,77.283,174.61,0.55
77.206,77.306,174.61,0.55
77.23,77.33,174.61,0.55
77.253,77.353,174.61,0.43
77.276,77.376,174.61,0.37
77.299,77.399,174.61,0.28
77.322,77.422,174.61,0.24
77.346,77.446,174.61,0.18
77.369,77.469,174.61,0.09
77.392,77.492,174.61,0.06
77.415,77.515,175.63,0.03
77.439,77.539,175.63,0.01
77.462,77.562,175.63,0.01
77.485,77.585,175.63,0.01
77.508,77.608,175.63,0.01
77.88,77.98,65.41,0.01
77.903,78.003,65.41,0.01
77.926,78.026,65.41,0.01
77.949,78.049,65.41,0.01
77.973,78.073,65.41,0.01
77.996,78.096,65.41,0.01
78.019,78.119,65.41,0.01
78.042,78.142,65.41,0.01
78.065,78.165,65.41,0.01
78.089,78.189,71.33,0.01
78.112,78.212,71.33,0.01
78.135,78.235,65.41,0.01
78.158,78.258,72.15,0.01
78.182,78.282,72.15,0.01
78.205,78.305,65.41,0.01
78.228,78.328,71.33,0.01
78.251,78.351,71.33,0.01
78.274,78.374,71.33,0.01
78.298,78.398,72.15,0.01
78.321,78.421,71.74,0.01
78.344,78.444,72.15,0.01
78.367,78.467,73.84,0.01
78.391,78.491,65.41,0.01
78.414,78.514,65.41,0.01
78.437,78.537,65.41,0.01
78.46,78.56,65.79,0.01
78.483,78.583,66.55,0.01
78.507,78.607,66.17,0.01
78.53,78.63,66.55,0.01
78.553,78.653,66.94,0.01
79.25,79.35,198.28,0.01
79.273,79.373,198.28,0.01
79.296,79.396,198.28,0.02
79.319,79.419,198.28,0.02
79.343,79.443,198.28,0.06
79.366,79.466,198.28,0.09
79.389,79.489,198.28,0.13
79.412,79.512,198.28,0.28
79.435,79.535,198.28,0.24
79.459,79.559,198.28,0.24
79.482,79.582,198.28,0.24
79.505,79.605,198.28,0.21
79.528,79.628,198.28,0.11
79.552,79.652,198.28,0.07
79.575,79.675,198.28,0.04
79.598,79.698,198.28,0.02
79.621,79.721,198.28,0.01
79.644,79.744,197.13,0.01
79.668,79.768,194.87,0.01
79.691,79.791,192.63,0.01
79.83,79.93,175.63,0.01
79.853,79.953,175.63,0.01
79.877,79.977,175.63,0.01
79.9,80.0,174.61,0.02
79.923,80.023,174.61,0.05
79.946,80.046,174.61,0.08
79.97,80.07,174.61,0.15
79.993,80.093,174.61,0.18
80.016,80.116,174.61,0.37
80.039,80.139,174.61,0.37
80.062,80.162,174.61,0.43
80.086,80.186,174.61,0.43
80.109,80.209,174.61,0.37
80.132,80.232,174.61,0.43
80.155,80.255,174.61,0.43
80.179,80.279,174.61,0.48
80.202,80.302,174.61,0.48
80.225,80.325,174.61,0.43
80.248,80.348,174.61,0.48
80.271,80.371,174.61,0.55
80.295,80.395,174.61,0.32
80.318,80.418,174.61,0.07
80.341,80.441,175.63,0.01
80.387,80.487,229.08,0.01
80.411,80.511,226.45,0.02
80.434,80.534,225.14,0.03
80.457,80.557,223.85,0.11
80.48,80.58,222.56,0.15
80.504,80.604,221.27,0.09
80.527,80.627,222.56,0.08
80.55,80.65,222.56,0.15
80.573,80.673,222.56,0.18
80.596,80.696,222.56,0.28
80.62,80.72,222.56,0.48
80.643,80.743,222.56,0.62
80.666,80.766,222.56,0.76
80.689,80.789,222.56,0.83
80.713,80.813,222.56,0.76
80.736,80.836,222.56,0.83
80.759,80.859,222.56,0.83
80.782,80.882,222.56,0.89
80.805,80.905,222.56,0.95
80.829,80.929,221.27,0.95
80.852,80.952,221.27,0.95
80.875,80.975,221.27,0.95
80.898,80.998,221.27,0.89
80.922,81.022,221.27,0.83
80.945,81.045,221.27,0.76
80.968,81.068,222.56,0.62
80.991,81.091,222.56,0.55
81.014,81.114,222.56,0.55
81.038,81.138,222.56,0.62
81.061,81.161,222.56,0.69
81.084,81.184,223.85,0.69
81.107,81.207,223.85,0.48
81.131,81.231,225.14,0.13
81.154,81.254,225.14,0.08
81.177,81.277,230.4,0.03
81.2,81.3,231.74,0.02
81.223,81.323,200.58,0.01
81.247,81.347,200.58,0.01
81.27,81.37,200.58,0.02
81.293,81.393,201.74,0.03
81.316,81.416,201.74,0.08
81.34,81.44,201.74,0.13
81.363,81.463,201.74,0.24
81.386,81.486,202.91,0.37
81.409,81.509,202.91,0.37
81.432,81.532,202.91,0.48
81.456,81.556,202.91,0.62
81.479,81.579,202.91,0.62
81.502,81.602,202.91,0.62
81.525,81.625,202.91,0.48
81.548,81.648,202.91,0.62
81.572,81.672,202.91,0.69
81.595,81.695,202.91,0.62
81.618,81.718,201.74,0.48
81.641,81.741,201.74,0.43
81.665,81.765,201.74,0.48
81.688,81.788,201.74,0.48
81.711,81.811,201.74,0.37
81.734,81.834,201.74,0.15
81.757,81.857,200.58,0.06
81.781,81.881,200.58,0.02
81.804,81.904,199.42,0.01
81.827,81.927,199.42,0.01
81.85,81.95,175.63,0.01
81.874,81.974,175.63,0.01
81.897,81.997,174.61,0.01
81.92,82.02,174.61,0.03
81.943,82.043,174.61,0.08
81.966,82.066,174.61,0.11
81.99,82.09,174.61,0.07
82.013,82.113,174.61,0.08
82.036,82.136,174.61,0.09
82.059,82.159,174.61,0.09
82.083,82.183,174.61,0.09
82.106,82.206,174.61,0.11
82.129,82.229,174.61,0.09
82.152,82.252,174.61,0.13
82.175,82.275,174.61,0.13
82.199,82.299,174.61,0.08
82.222,82.322,174.61,0.07
82.245,82.345,174.61,0.08
82.268,82.368,174.61,0.08
82.292,82.392,174.61,0.04
82.315,82.415,174.61,0.03
82.338,82.438,174.61,0.02
82.361,82.461,174.61,0.01
82.384,82.484,175.63,0.01
82.408,82.508,196.0,0.01
82.431,82.531,197.13,0.01
82.454,82.554,197.13,0.01
82.477,82.577,197.13,0.01
82.5,82.6,197.13,0.01
82.524,82.624,197.13,0.02
82.547,82.647,197.13,0.02
82.57,82.67,198.28,0.02
82.593,82.693,199.42,0.03
82.617,82.717,199.42,0.04
82.64,82.74,200.58,0.06
82.663,82.763,200.58,0.09
82.686,82.786,201.74,0.13
82.709,82.809,201.74,0.15
82.733,82.833,202.91,0.24
82.756,82.856,204.09,0.32
82.779,82.879,204.09,0.37
82.802,82.902,205.27,0.43
82.826,82.926,205.27,0.55
82.849,82.949,205.27,0.48
82.872,82.972,205.27,0.43
82.895,82.995,205.27,0.43
82.918,83.018,204.09,0.43
82.942,83.042,204.09,0.37
82.965,83.065,202.91,0.24
82.988,83.088,202.91,0.24
83.011,83.111,200.58,0.28
83.035,83.135,200.58,0.28
83.058,83.158,199.42,0.21
83.081,83.181,199.42,0.18
83.104,83.204,199.42,0.09
83.127,83.227,199.42,0.06
83.151,83.251,199.42,0.03
83.174,83.274,199.42,0.02
83.197,83.297,199.42,0.02
83.22,83.32,200.58,0.02
83.244,83.344,200.58,0.01
83.267,83.367,200.58,0.02
83.29,83.39,200.58,0.04
83.313,83.413,199.42,0.04
83.336,83.436,199.42,0.03
83.36,83.46,199.42,0.02
83.383,83.483,199.42,0.01
83.592,83.692,175.63,0.01
83.615,83.715,175.63,0.01
83.638,83.738,175.63,0.01
83.661,83.761,175.63,0.02
83.685,83.785,175.63,0.04
83.708,83.808,175.63,0.05
83.731,83.831,175.63,0.15
83.754,83.854,175.63,0.32
83.778,83.878,174.61,0.32
83.801,83.901,174.61,0.32
83.824,83.924,174.61,0.37
83.847,83.947,174.61,0.32
83.87,83.97,174.61,0.37
83.894,83.994,174.61,0.43
83.917,84.017,174.61,0.48
83.94,84.04,174.61,0.43
83.963,84.063,174.61,0.37
83.987,84.087,174.61,0.37
84.01,84.11,174.61,0.43
84.033,84.133,174.61,0.43
84.056,84.156,174.61,0.48
84.079,84.179,174.61,0.48
84.103,84.203,174.61,0.48
84.126,84.226,174.61,0.62
84.149,84.249,174.61,0.55
84.172,84.272,174.61,0.48
84.196,84.296,174.61,0.43
84.219,84.319,174.61,0.43
84.242,84.342,174.61,0.43
84.265,84.365,174.61,0.48
84.288,84.388,174.61,0.48
84.312,84.412,174.61,0.43
84.335,84.435,174.61,0.48
84.358,84.458,174.61,0.48
84.381,84.481,174.61,0.55
84.405,84.505,174.61,0.48
84.428,84.528,174.61,0.48
84.451,84.551,174.61,0.43
84.474,84.574,174.61,0.43
84.497,84.597,174.61,0.32
84.521,84.621,174.61,0.28
84.544,84.644,174.61,0.21
84.567,84.667,174.61,0.18
84.59,84.69,174.61,0.18
84.614,84.714,174.61,0.18
84.637,84.737,174.61,0.18
84.66,84.76,174.61,0.24
84.683,84.783,174.61,0.28
84.706,84.806,174.61,0.28
84.73,84.83,174.61,0.32
84.753,84.853,174.61,0.28
84.776,84.876,174.61,0.32
84.799,84.899,174.61,0.28
84.822,84.922,174.61,0.18
84.846,84.946,174.61,0.08
84.869,84.969,174.61,0.01
84.892,84.992,175.63,0.01
84.915,85.015,175.63,0.02
84.939,85.039,175.63,0.06
84.962,85.062,175.63,0.11
84.985,85.085,175.63,0.15
85.008,85.108,175.63,0.21
85.031,85.131,175.63,0.37
85.055,85.155,175.63,0.55
85.078,85.178,175.63,0.55
85.101,85.201,175.63,0.48
85.124,85.224,175.63,0.55
85.148,85.248,175.63,0.55
85.171,85.271,175.63,0.55
85.194,85.294,175.63,0.55
85.217,85.317,174.61,0.62
85.24,85.34,174.61,0.69
85.264,85.364,174.61,0.69
85.287,85.387,174.61,0.69
85.31,85.41,174.61,0.69
85.333,85.433,174.61,0.69
85.357,85.457,174.61,0.76
85.38,85.48,174.61,0.76
85.403,85.503,174.61,0.76
85.426,85.526,174.61,0.76
85.449,85.549,174.61,0.76
85.473,85.573,174.61,0.62
85.496,85.596,174.61,0.62
85.519,85.619,174.61,0.62
85.542,85.642,174.61,0.55
85.566,85.666,174.61,0.48
85.589,85.689,174.61,0.43
85.612,85.712,174.61,0.43
85.635,85.735,174.61,0.48
85.658,85.758,174.61,0.55
85.682,85.782,174.61,0.62
85.705,85.805,174.61,0.62
85.728,85.828,174.61,0.69
85.751,85.851,174.61,0.69
85.775,85.875,174.61,0.69
85.798,85.898,174.61,0.76
85.821,85.921,174.61,0.69
85.844,85.944,174.61,0.69
85.867,85.967,174.61,0.69
85.891,85.991,174.61,0.69
85.914,86.014,174.61,0.69
85.937,86.037,174.61,0.55
85.96,86.06,174.61,0.37
85.983,86.083,174.61,0.13
86.007,86.107,174.61,0.03
86.03,86.13,175.63,0.01
86.053,86.153,175.63,0.01
86.076,86.176,199.42,0.01
86.1,86.2,226.45,0.01
86.123,86.223,225.14,0.01
86.146,86.246,220.0,0.02
86.169,86.269,220.0,0.09
86.192,86.292,220.0,0.24
86.216,86.316,221.27,0.37
86.239,86.339,221.27,0.55
86.262,86.362,222.56,0.62
86.285,86.385,222.56,0.69
86.309,86.409,222.56,0.76
86.332,86.432,222.56,0.83
86.355,86.455,222.56,0.89
86.378,86.478,222.56,0.89
86.401,86.501,222.56,0.83
86.425,86.525,222.56,0.89
86.448,86.548,222.56,0.95
86.471,86.571,222.56,0.89
86.494,86.594,222.56,0.89
86.518,86.618,222.56,0.89
86.541,86.641,222.56,0.89
86.564,86.664,223.85,0.95
86.587,86.687,223.85,0.95
86.61,86.71,223.85,0.89
86.634,86.734,223.85,0.89
86.657,86.757,223.85,0.95
86.68,86.78,223.85,0.95
86.703,86.803,223.85,0.95
86.727,86.827,223.85,0.98
86.75,86.85,223.85,0.98
86.773,86.873,223.85,0.98
86.796,86.896,223.85,0.95
86.819,86.919,223.85,0.89
86.843,86.943,223.85,0.89
86.866,86.966,223.85,0.83
86.889,86.989,223.85,0.83
86.912,87.012,223.85,0.83
86.936,87.036,223.85,0.83
86.959,87.059,223.85,0.89
86.982,87.082,223.85,0.95
87.005,87.105,223.85,0.95
87.028,87.128,223.85,0.89
87.052,87.152,223.85,0.89
87.075,87.175,223.85,0.95
87.098,87.198,223.85,0.89
87.121,87.221,223.85,0.89
87.144,87.244,223.85,0.89
87.168,87.268,223.85,0.89
87.191,87.291,223.85,0.89
87.214,87.314,223.85,0.89
87.237,87.337,222.56,0.83
87.261,87.361,222.56,0.89
87.284,87.384,222.56,0.95
87.307,87.407,222.56,0.95
87.33,87.43,222.56,0.89
87.353,87.453,222.56,0.95
87.377,87.477,222.56,0.89
87.4,87.5,222.56,0.89
87.423,87.523,225.14,0.62
87.446,87.546,230.4,0.21
87.47,87.57,235.79,0.28
87.493,87.593,241.3,0.18
87.516,87.616,248.37,0.13
87.539,87.639,251.26,0.11
87.562,87.662,258.62,0.18
87.586,87.686,261.63,0.28
87.609,87.709,261.63,0.43
87.632,87.732,263.14,0.55
87.655,87.755,264.67,0.69
87.679,87.779,263.14,0.76
87.702,87.802,263.14,0.76
87.725,87.825,263.14,0.89
87.748,87.848,263.14,0.76
87.771,87.871,263.14,0.83
87.795,87.895,263.14,0.89
87.818,87.918,263.14,0.83
87.841,87.941,263.14,0.89
